Track,Event Type,Midi Note,Note Name,Velocity,Duration (seconds),Time (seconds)
0,note_on,72,C5,0.6299212598425197,0.24895833333333334,0.25
0,note_on,72,C5,0.6299212598425197,0.24895833333333328,0.5
0,note_on,71,B4,0.6299212598425197,0.24895833333333328,0.75
0,note_on,71,B4,0.6299212598425197,0.2489583333333334,1
0,note_on,69,A4,0.6299212598425197,0.4989583333333334,1.25
0,note_on,72,C5,0.6299212598425197,0.4989583333333334,1.75
0,note_on,71,B4,0.6299212598425197,0.2489583333333334,2.25
0,note_on,69,A4,0.6299212598425197,0.2489583333333334,2.5
0,note_on,68,G#4,0.6299212598425197,0.2489583333333334,2.75
0,note_on,69,A4,0.6299212598425197,0.9989583333333334,3
0,note_on,72,C5,0.6299212598425197,0.2489583333333334,4.25
0,note_on,72,C5,0.6299212598425197,0.2489583333333334,4.5
0,note_on,71,B4,0.6299212598425197,0.2489583333333334,4.75
0,note_on,71,B4,0.6299212598425197,0.2489583333333334,5
0,note_on,69,A4,0.6299212598425197,0.4989583333333334,5.25
0,note_on,72,C5,0.6299212598425197,0.4989583333333334,5.75
0,note_on,71,B4,0.6299212598425197,0.2489583333333334,6.25
0,note_on,69,A4,0.6299212598425197,0.2489583333333334,6.5
0,note_on,68,G#4,0.6299212598425197,0.2489583333333334,6.75
0,note_on,69,A4,0.6299212598425197,0.9989583333333334,7
0,note_on,69,A4,0.6299212598425197,0.2489583333333325,8.25
0,note_on,69,A4,0.6299212598425197,0.2489583333333325,8.5
0,note_on,67,G4,0.6299212598425197,0.2489583333333325,8.75
0,note_on,67,G4,0.6299212598425197,0.2489583333333325,9
0,note_on,65,F4,0.6299212598425197,0.4989583333333325,9.25
0,note_on,69,A4,0.6299212598425197,0.4989583333333325,9.75
0,note_on,69,A4,0.6299212598425197,0.2489583333333325,10.25
0,note_on,67,G4,0.6299212598425197,0.2489583333333325,10.5
0,note_on,65,F4,0.6299212598425197,0.2489583333333325,10.75
0,note_on,64,E4,0.6299212598425197,0.9989583333333325,11
0,note_on,64,E4,0.6299212598425197,0.2489583333333325,12.25
0,note_on,69,A4,0.6299212598425197,0.2489583333333325,12.5
0,note_on,72,C5,0.6299212598425197,0.2489583333333325,12.75
0,note_on,76,E5,0.6299212598425197,0.2489583333333325,13
0,note_on,71,B4,0.6299212598425197,0.4989583333333325,13.25
0,note_on,76,E5,0.6299212598425197,0.4989583333333325,13.75
0,note_on,74,D5,0.6299212598425197,0.2489583333333325,14.25
0,note_on,72,C5,0.6299212598425197,0.2489583333333325,14.5
0,note_on,71,B4,0.6299212598425197,0.2489583333333325,14.75
0,note_on,69,A4,0.6299212598425197,0.9989583333333325,15